,Unnamed: 0,text,polarity,truthful,tokens
10,10,"I first walk into the beautifully decorated lobby of the Affinia Chicago hotel where I'm greeted by name by the concierge. He tells me that they have taken the liberty of customizing the room to my profile from when I booked the stay. He shows me to my room (paying careful attention to my bags, and ensuring that I needn't lift a finger) sure enough, the down pillow I had selcted from the dream pillow menu sits proudly atop the queen of the domain, which by the way is covered with the softest of bedspreads making me wonder if they didn't literally drag a cloud in here and fit it on my bed. I notice that there's a display of champagne and cupcakes (!) atop the dresser and my ""experience kit"" which comes complete with an ipod shuffle downloaded with only my favorite workout tracks, and a yoga mat. namaste. Unable to resist the urge to inspect the bathroom, I find that not only is there a marble tiled invisible glass shower, but a jacuzzi, lined with candles of vanilla, deep enough to bathe a walrus. Feeling girlish, I run the water and test before going to dinner. The Hotel's restraunt C-house offers the most delicious seafood menu that makes you think you're dining with the kings of paradise. or at least eating in the Caribbean itself. hmm, I should have brought a date.
",pos,dec,"[('first', 'RB'), ('walk', 'VB'), ('beautifully', 'RB'), ('decorated', 'VBN'), ('lobby', 'NN'), ('Affinia', 'NNP'), ('Chicago', 'NNP'), ('hotel', 'NN'), ('greeted', 'VBD'), ('name', 'JJ'), ('concierge', 'NN'), ('tells', 'NNS'), ('taken', 'VBN'), ('liberty', 'JJ'), ('customizing', 'NN'), ('room', 'NN'), ('profile', 'NN'), ('booked', 'VBD'), ('stay', 'NN'), ('shows', 'NNS'), ('room', 'NN'), ('paying', 'VBG'), ('careful', 'JJ'), ('attention', 'NN'), ('bags', 'NNS'), ('ensuring', 'VBG'), ('need', 'VBP'), (""n't"", 'RB'), ('lift', 'VB'), ('finger', 'JJR'), ('sure', 'JJ'), ('enough', 'RB'), ('pillow', 'NN'), ('selcted', 'VBD'), ('dream', 'NN'), ('pillow', 'NN'), ('menu', 'NN'), ('sits', 'NNS'), ('proudly', 'RB'), ('atop', 'VBP'), ('queen', 'JJ'), ('domain', 'NN'), ('way', 'NN'), ('covered', 'VBD'), ('softest', 'JJS'), ('bedspreads', 'NNS'), ('making', 'VBG'), ('wonder', 'VBP'), (""n't"", 'RB'), ('literally', 'RB'), ('drag', 'JJ'), ('cloud', 'NN'), ('fit', 'NN'), ('bed', 'VBD'), ('notice', 'JJ'), ('display', 'NN'), ('champagne', 'NN'), ('cupcakes', 'NNS'), ('atop', 'VBP'), ('dresser', 'NN'), ('experience', 'NN'), ('kit', 'NN'), ('comes', 'VBZ'), ('complete', 'JJ'), ('ipod', 'NN'), ('shuffle', 'NN'), ('downloaded', 'VBD'), ('favorite', 'JJ'), ('workout', 'NN'), ('tracks', 'NNS'), ('yoga', 'VBP'), ('mat', 'JJ'), ('namaste', 'NN'), ('Unable', 'JJ'), ('resist', 'NN'), ('urge', 'NN'), ('inspect', 'JJ'), ('bathroom', 'NN'), ('find', 'VBP'), ('marble', 'JJ'), ('tiled', 'VBN'), ('invisible', 'JJ'), ('glass', 'NN'), ('shower', 'NN'), ('jacuzzi', 'NN'), ('lined', 'VBD'), ('candles', 'NNS'), ('vanilla', 'FW'), ('deep', 'RB'), ('enough', 'RB'), ('bathe', 'JJ'), ('walrus', 'NN'), ('Feeling', 'NNP'), ('girlish', 'JJ'), ('run', 'NN'), ('water', 'NN'), ('test', 'NN'), ('going', 'VBG'), ('dinner', 'IN'), ('The', 'DT'), ('Hotel', 'NNP'), ('restraunt', 'NN'), ('C-house', 'NNP'), ('offers', 'VBZ'), ('delicious', 'JJ'), ('seafood', 'NN'), ('menu', 'NN'), ('makes', 'VBZ'), ('think', 'VBP'), (""'re"", 'VBP'), ('dining', 'VBG'), ('kings', 'NNS'), ('paradise', 'RB'), ('least', 'JJS'), ('eating', 'JJ'), ('Caribbean', 'NNP'), ('hmm', 'NN'), ('brought', 'VBD'), ('date', 'NN')]"
11,11,"The Affinia Manhattan is fantastic! My husband and I stayed there when we went to visit my sister. I loved the room. It was one of the best hotel beds we have ever slept in. The view was incredible. Manhattan is one of the most beautiful places I have ever been. The staff was very helpful as well. They had no problem going out of their way to be helpful. I would suggest this hotel to anybody!
",pos,dec,"[('The', 'DT'), ('Affinia', 'NNP'), ('Manhattan', 'NNP'), ('fantastic', 'JJ'), ('husband', 'NN'), ('stayed', 'VBD'), ('went', 'VBD'), ('visit', 'NN'), ('sister', 'NN'), ('loved', 'VBD'), ('room', 'NN'), ('one', 'CD'), ('best', 'JJS'), ('hotel', 'NN'), ('beds', 'NNS'), ('ever', 'RB'), ('slept', 'VBD'), ('The', 'DT'), ('view', 'NN'), ('incredible', 'JJ'), ('Manhattan', 'NNP'), ('one', 'CD'), ('beautiful', 'NN'), ('places', 'NNS'), ('ever', 'RB'), ('The', 'DT'), ('staff', 'NN'), ('helpful', 'JJ'), ('well', 'RB'), ('They', 'PRP'), ('problem', 'NN'), ('going', 'VBG'), ('way', 'NN'), ('helpful', 'JJ'), ('suggest', 'JJ'), ('hotel', 'NN'), ('anybody', 'NN')]"
12,12,"We just got back from a trip to Chicago for my 30th birthday and we could not have been more impressed by this hotel! Service was excellent, especially the maid service. Our room was so clean and fresh towels brought in daily. The front desk staff was some of the most professional and friendly staff I have ever dealt with while travling. The location is excellent as it is within walking distance of the best restaurants and stores. I highly recommend Affinia for a the perfect family vacation.
",pos,dec,"[('just', 'RB'), ('got', 'VBD'), ('back', 'RB'), ('trip', 'NN'), ('Chicago', 'NNP'), ('30th', 'CD'), ('birthday', 'NN'), ('impressed', 'JJ'), ('hotel', 'NN'), ('Service', 'NNP'), ('excellent', 'NN'), ('especially', 'RB'), ('maid', 'JJ'), ('service', 'NN'), ('Our', 'PRP$'), ('room', 'NN'), ('clean', 'JJ'), ('fresh', 'JJ'), ('towels', 'NNS'), ('brought', 'VBN'), ('daily', 'RB'), ('The', 'DT'), ('front', 'NN'), ('desk', 'NN'), ('staff', 'NN'), ('professional', 'JJ'), ('friendly', 'JJ'), ('staff', 'NN'), ('ever', 'RB'), ('dealt', 'VBD'), ('travling', 'VBG'), ('The', 'DT'), ('location', 'NN'), ('excellent', 'NN'), ('within', 'IN'), ('walking', 'VBG'), ('distance', 'NN'), ('best', 'JJS'), ('restaurants', 'NNS'), ('stores', 'NNS'), ('highly', 'RB'), ('recommend', 'VBP'), ('Affinia', 'NNP'), ('perfect', 'VBP'), ('family', 'NN'), ('vacation', 'NN')]"
13,13,"I was in town to visit my cousin an stayed for three nights at this wonderful hotel. Its so close to the shopping i wanted to do with my cousin , granted i had a personal guide a.k.a. my cousin Janice. The amenities were unbelieveable an the service was great with the upmost hospitality. Would recomend to everyone great for kids an adults. The room and view were spectacular, the beds were very comfy and the room was emaculate.
",pos,dec,"[('town', 'NN'), ('visit', 'NN'), ('cousin', 'NN'), ('stayed', 'VBD'), ('three', 'CD'), ('nights', 'NNS'), ('wonderful', 'JJ'), ('hotel', 'NN'), ('Its', 'PRP$'), ('close', 'JJ'), ('shopping', 'NN'), ('wanted', 'VBD'), ('cousin', 'NN'), ('granted', 'VBN'), ('personal', 'JJ'), ('guide', 'NN'), ('a.k.a', 'NN'), ('cousin', 'NN'), ('Janice', 'NNP'), ('The', 'DT'), ('amenities', 'NNS'), ('unbelieveable', 'JJ'), ('service', 'NN'), ('great', 'JJ'), ('upmost', 'JJ'), ('hospitality', 'NN'), ('Would', 'NNP'), ('recomend', 'VB'), ('everyone', 'NN'), ('great', 'JJ'), ('kids', 'NNS'), ('adults', 'VBP'), ('The', 'DT'), ('room', 'NN'), ('view', 'NN'), ('spectacular', 'JJ'), ('beds', 'NNS'), ('comfy', 'VBP'), ('room', 'NN'), ('emaculate', 'NN')]"
14,14,"We had the pleasure of enjoying a stay at the Affinia Chicago Hotel. We found it conveniently located on E. Superior Street, near many local attractions. The rooms were modern chic with a very urban feel. The pillow menu was awesome, my partner and I have such different preferences, the choices made it easier to sleep like we were at home. The hotel room layout was comfortable and spacious with all the right touches to make our stay perfect! I couldn't believe the amenities available to guests. My Beagle, Betsy enjoyed her stay at the ""Jet Set Pet"" care center. She was pampered as much as I was. It was such a comfort knowing we could bring her along and that we could enjoy our stay without the stress and concern that comes along with traveling and pet ownership! Another feature I personally enjoyed was the Walking Tour Kit. It included an iPod Shuffle pre-loaded with a workout playlist, a deck of cards; guidebook that included walking tours, and comfort items like a towel and map! I felt like I was the most important guest (surely, everyone felt that way as they checked in to their rooms). Highly recommend to anyone who has the opportunity to travel in the area of an Affinia Hotel!!
",pos,dec,"[('pleasure', 'NN'), ('enjoying', 'VBG'), ('stay', 'JJ'), ('Affinia', 'NNP'), ('Chicago', 'NNP'), ('Hotel', 'NNP'), ('found', 'VBD'), ('conveniently', 'RB'), ('located', 'VBN'), ('Superior', 'NNP'), ('Street', 'NNP'), ('near', 'IN'), ('many', 'JJ'), ('local', 'JJ'), ('attractions', 'NNS'), ('The', 'DT'), ('rooms', 'NNS'), ('modern', 'JJ'), ('chic', 'JJ'), ('urban', 'JJ'), ('feel', 'VB'), ('The', 'DT'), ('pillow', 'NN'), ('menu', 'VBD'), ('awesome', 'JJ'), ('partner', 'NN'), ('different', 'JJ'), ('preferences', 'NNS'), ('choices', 'NNS'), ('made', 'VBN'), ('easier', 'RB'), ('sleep', 'JJ'), ('like', 'IN'), ('home', 'NN'), ('The', 'DT'), ('hotel', 'NN'), ('room', 'NN'), ('layout', 'IN'), ('comfortable', 'JJ'), ('spacious', 'JJ'), ('right', 'NN'), ('touches', 'NNS'), ('make', 'VBP'), ('stay', 'NN'), ('perfect', 'VBP'), (""n't"", 'RB'), ('believe', 'VB'), ('amenities', 'NNS'), ('available', 'JJ'), ('guests', 'NNS'), ('Beagle', 'NNP'), ('Betsy', 'NNP'), ('enjoyed', 'VBD'), ('stay', 'NN'), ('Jet', 'NNP'), ('Set', 'NNP'), ('Pet', 'NNP'), ('care', 'NN'), ('center', 'NN'), ('She', 'PRP'), ('pampered', 'VBD'), ('much', 'JJ'), ('comfort', 'NN'), ('knowing', 'VBG'), ('bring', 'NN'), ('along', 'RB'), ('enjoy', 'RB'), ('stay', 'VB'), ('without', 'IN'), ('stress', 'NN'), ('concern', 'NN'), ('comes', 'VBZ'), ('along', 'RB'), ('traveling', 'VBG'), ('pet', 'JJ'), ('ownership', 'NN'), ('Another', 'DT'), ('feature', 'NN'), ('personally', 'RB'), ('enjoyed', 'VBD'), ('Walking', 'NNP'), ('Tour', 'NNP'), ('Kit', 'NNP'), ('included', 'VBD'), ('iPod', 'JJ'), ('Shuffle', 'NNP'), ('pre-loaded', 'JJ'), ('workout', 'NN'), ('playlist', 'NN'), ('deck', 'NN'), ('cards', 'NNS'), ('guidebook', 'NN'), ('included', 'VBD'), ('walking', 'NN'), ('tours', 'NNS'), ('comfort', 'VBP'), ('items', 'NNS'), ('like', 'IN'), ('towel', 'NN'), ('map', 'VBP'), ('felt', 'VBN'), ('like', 'IN'), ('important', 'JJ'), ('guest', 'NN'), ('surely', 'RB'), ('everyone', 'NN'), ('felt', 'VBD'), ('way', 'NN'), ('checked', 'VBN'), ('rooms', 'NNS'), ('Highly', 'NNP'), ('recommend', 'VBP'), ('anyone', 'NN'), ('opportunity', 'NN'), ('travel', 'VBP'), ('area', 'NN'), ('Affinia', 'NNP'), ('Hotel', 'NNP')]"
15,15,"My husband and I arrived for a 3 night stay for our 10th wedding anniversary. We had booked an Executive Guest room, upon arrival we were informed that they would be upgrading us to a beautiful Junior Suite. This was just a wonderful unexpected plus to our beautifully planned weekend. The front desk manager was professional and made us feel warmly welcomed. The Chicago Affinia was just a gorgeous hotel, friendly staff, lovely food and great atmosphere. Not the mention the feather pillows and bedding that was just fantastic. Also we were allowed to bring out beloved Shi-Tzu and he experienced the Jet Set Pets stay. The grooming was perfect, the daycare service we felt completely comfortable with. This was a beautiful weekend, thank you Affinia Hotels! We would visit this hotel again! 
",pos,dec,"[('husband', 'NN'), ('arrived', 'VBD'), ('night', 'NN'), ('stay', 'NN'), ('10th', 'CD'), ('wedding', 'NN'), ('anniversary', 'JJ'), ('booked', 'VBD'), ('Executive', 'NNP'), ('Guest', 'NNP'), ('room', 'NN'), ('upon', 'IN'), ('arrival', 'NN'), ('informed', 'VBN'), ('upgrading', 'JJ'), ('beautiful', 'JJ'), ('Junior', 'NNP'), ('Suite', 'NNP'), ('This', 'DT'), ('just', 'RB'), ('wonderful', 'JJ'), ('unexpected', 'JJ'), ('plus', 'CC'), ('beautifully', 'RB'), ('planned', 'VBN'), ('weekend', 'NN'), ('The', 'DT'), ('front', 'NN'), ('desk', 'NN'), ('manager', 'NN'), ('professional', 'JJ'), ('made', 'VBN'), ('feel', 'NN'), ('warmly', 'RB'), ('welcomed', 'VBD'), ('The', 'DT'), ('Chicago', 'NNP'), ('Affinia', 'NNP'), ('just', 'RB'), ('gorgeous', 'JJ'), ('hotel', 'NN'), ('friendly', 'JJ'), ('staff', 'NN'), ('lovely', 'RB'), ('food', 'NN'), ('great', 'JJ'), ('atmosphere', 'RB'), ('Not', 'RB'), ('mention', 'VB'), ('feather', 'RB'), ('pillows', 'VBZ'), ('bedding', 'NN'), ('just', 'RB'), ('fantastic', 'JJ'), ('Also', 'RB'), ('allowed', 'VBN'), ('bring', 'NN'), ('beloved', 'VBN'), ('Shi-Tzu', 'NNP'), ('experienced', 'JJ'), ('Jet', 'NNP'), ('Set', 'NNP'), ('Pets', 'NNP'), ('stay', 'VBP'), ('The', 'DT'), ('grooming', 'NN'), ('perfect', 'JJ'), ('daycare', 'NN'), ('service', 'NN'), ('felt', 'VBD'), ('completely', 'RB'), ('comfortable', 'JJ'), ('This', 'DT'), ('beautiful', 'JJ'), ('weekend', 'NN'), ('thank', 'NN'), ('Affinia', 'NNP'), ('Hotels', 'NNP'), ('visit', 'NN'), ('hotel', 'NN')]"
16,16,"The Affinia Hotel is beautiful! It's in a great location, the service is top-notch, and the rooms are very comfortable and spacious. The look of the hotel is very modern, but it feels warm and cozy, too. The restaurant is amazing! I thoroughly enjoyed my stay and would definitely go back! If you're planning a trip to Chicago, check this place out!
",pos,dec,"[('The', 'DT'), ('Affinia', 'NNP'), ('Hotel', 'NNP'), ('beautiful', 'JJ'), ('great', 'JJ'), ('location', 'NN'), ('service', 'NN'), ('top-notch', 'NN'), ('rooms', 'NNS'), ('comfortable', 'JJ'), ('spacious', 'JJ'), ('The', 'DT'), ('look', 'NN'), ('hotel', 'NN'), ('modern', 'JJ'), ('feels', 'NNS'), ('warm', 'WDT'), ('cozy', 'VBP'), ('The', 'DT'), ('restaurant', 'NN'), ('amazing', 'VBG'), ('thoroughly', 'RB'), ('enjoyed', 'VBN'), ('stay', 'NN'), ('definitely', 'RB'), ('back', 'RB'), (""'re"", 'VBP'), ('planning', 'VBG'), ('trip', 'NN'), ('Chicago', 'NNP'), ('check', 'NN'), ('place', 'NN')]"
17,17,"There were many positives when staying in this hotel at the north end of the Magnificant Mile. The rooms were spacious and beautifully appointed with great attention to detail. The quality of service was excellent, the staff professional, and the location was perfect. There are great views of Chicago from many of the rooms. The staff seemed to care about the quality of my stay from the moment I was greeted upon arrival to the moment I got in my taxi to leave. There is a nice rooftop bar/restaurant perfect for a lite meal or a refreshing cocktail with great views of the city. There really weren't any negatives and I would recommend this boutique hotel to anyone staying in the Chicago area.
",pos,dec,"[('There', 'EX'), ('many', 'JJ'), ('positives', 'NNS'), ('staying', 'VBG'), ('hotel', 'NN'), ('north', 'JJ'), ('end', 'NN'), ('Magnificant', 'NNP'), ('Mile', 'NNP'), ('The', 'DT'), ('rooms', 'NNS'), ('spacious', 'JJ'), ('beautifully', 'RB'), ('appointed', 'VBN'), ('great', 'JJ'), ('attention', 'NN'), ('detail', 'NN'), ('The', 'DT'), ('quality', 'NN'), ('service', 'NN'), ('excellent', 'JJ'), ('staff', 'NN'), ('professional', 'JJ'), ('location', 'NN'), ('perfect', 'NN'), ('There', 'EX'), ('great', 'JJ'), ('views', 'NNS'), ('Chicago', 'NNP'), ('many', 'JJ'), ('rooms', 'NNS'), ('The', 'DT'), ('staff', 'NN'), ('seemed', 'VBD'), ('care', 'NN'), ('quality', 'NN'), ('stay', 'VBP'), ('moment', 'NN'), ('greeted', 'VBN'), ('upon', 'IN'), ('arrival', 'JJ'), ('moment', 'NN'), ('got', 'VBD'), ('taxi', 'JJ'), ('leave', 'VBP'), ('There', 'EX'), ('nice', 'JJ'), ('rooftop', 'NN'), ('bar/restaurant', 'NN'), ('perfect', 'JJ'), ('lite', 'JJ'), ('meal', 'NN'), ('refreshing', 'VBG'), ('cocktail', 'NN'), ('great', 'JJ'), ('views', 'NNS'), ('city', 'NN'), ('There', 'EX'), ('really', 'RB'), (""n't"", 'RB'), ('negatives', 'NNS'), ('recommend', 'VB'), ('boutique', 'JJ'), ('hotel', 'NN'), ('anyone', 'NN'), ('staying', 'VBG'), ('Chicago', 'NNP'), ('area', 'NN')]"
18,18,"Friendly staff, clean building and rooms. The hotel was located nearby everything we were interested in seeing. Staff was willing to help give directions and very knowledgable of city. Rooms were beautifully designed and well lit, spacious and comfortable. 
",pos,dec,"[('Friendly', 'JJ'), ('staff', 'NN'), ('clean', 'JJ'), ('building', 'NN'), ('rooms', 'NNS'), ('The', 'DT'), ('hotel', 'NN'), ('located', 'VBN'), ('nearby', 'RB'), ('everything', 'NN'), ('interested', 'JJ'), ('seeing', 'VBG'), ('Staff', 'NNP'), ('willing', 'JJ'), ('help', 'NN'), ('give', 'VB'), ('directions', 'NNS'), ('knowledgable', 'JJ'), ('city', 'NN'), ('Rooms', 'NNP'), ('beautifully', 'RB'), ('designed', 'VBN'), ('well', 'RB'), ('lit', 'RBR'), ('spacious', 'JJ'), ('comfortable', 'JJ')]"
19,19,"I took my family to the Affinia Chicago for a short vacation last summer and it was fabulous. My kids say that their favorite part was the pool and the fact that the amusement park is really close by. My wife was really stoked with Spaffina. The pampering and really made her feel special. And they are very attentive to pets also. My dog we left home but he would have been stoked with the pets amenities and attention.The hotel is also connected to a ton of other hotels, so their Stash award lets you earn points at a lot of other hotels also. My favorite part of all was that my family was happy and content, which left me free to go over to Underground Wonderbar for a nice cocktail.
",pos,dec,"[('took', 'VBD'), ('family', 'NN'), ('Affinia', 'NNP'), ('Chicago', 'NNP'), ('short', 'JJ'), ('vacation', 'NN'), ('last', 'JJ'), ('summer', 'NN'), ('fabulous', 'JJ'), ('kids', 'NNS'), ('say', 'VBP'), ('favorite', 'JJ'), ('part', 'NN'), ('pool', 'NN'), ('fact', 'NN'), ('amusement', 'NN'), ('park', 'NN'), ('really', 'RB'), ('close', 'JJ'), ('wife', 'NN'), ('really', 'RB'), ('stoked', 'VBD'), ('Spaffina', 'NNP'), ('The', 'DT'), ('pampering', 'NN'), ('really', 'RB'), ('made', 'VBD'), ('feel', 'NN'), ('special', 'JJ'), ('And', 'CC'), ('attentive', 'JJ'), ('pets', 'NNS'), ('also', 'RB'), ('dog', 'VBP'), ('left', 'VBD'), ('home', 'NN'), ('stoked', 'VBN'), ('pets', 'NNS'), ('amenities', 'VBZ'), ('attention.The', 'JJ'), ('hotel', 'NN'), ('also', 'RB'), ('connected', 'VBD'), ('ton', 'JJ'), ('hotels', 'NNS'), ('Stash', 'NNP'), ('award', 'NN'), ('lets', 'VBZ'), ('earn', 'VBP'), ('points', 'NNS'), ('lot', 'NN'), ('hotels', 'NNS'), ('also', 'RB'), ('favorite', 'VBP'), ('part', 'NN'), ('family', 'NN'), ('happy', 'JJ'), ('content', 'NN'), ('left', 'VBD'), ('free', 'JJ'), ('Underground', 'NNP'), ('Wonderbar', 'NNP'), ('nice', 'JJ'), ('cocktail', 'NN')]"
20,20,"Hotel Allegro Chicago is a beautiful place. I was originally dreading being in Chicago due to the fact it was all business and no play, but as soon as I saw the inside of the hotel I was stunned! I wasn't expecting to stay at a place that made business trip feel like a get-away vacation. The service there was amazing, everybody was very friendly. When I saw my room, once again my jaw almost dropped. The room was fit for a king, the designs on the wall were so elegant. The beds were extraordinarily comfy. I think for my next business trip I am going to bring my wife and kids with me. I give this Kimpton Hotel 5/5 stars!
",pos,dec,"[('Hotel', 'NNP'), ('Allegro', 'NNP'), ('Chicago', 'NNP'), ('beautiful', 'JJ'), ('place', 'NN'), ('originally', 'RB'), ('dreading', 'VBG'), ('Chicago', 'NNP'), ('due', 'JJ'), ('fact', 'NN'), ('business', 'NN'), ('play', 'NN'), ('soon', 'RB'), ('saw', 'VBD'), ('inside', 'JJ'), ('hotel', 'NN'), ('stunned', 'VBD'), (""n't"", 'RB'), ('expecting', 'VBG'), ('stay', 'VB'), ('place', 'NN'), ('made', 'VBD'), ('business', 'NN'), ('trip', 'NN'), ('feel', 'VBP'), ('like', 'IN'), ('get-away', 'JJ'), ('vacation', 'NN'), ('The', 'DT'), ('service', 'NN'), ('amazing', 'VBG'), ('everybody', 'NN'), ('friendly', 'RB'), ('When', 'WRB'), ('saw', 'NN'), ('room', 'NN'), ('jaw', 'NN'), ('almost', 'RB'), ('dropped', 'VBD'), ('The', 'DT'), ('room', 'NN'), ('fit', 'NN'), ('king', 'NN'), ('designs', 'VBZ'), ('wall', 'NN'), ('elegant', 'VBP'), ('The', 'DT'), ('beds', 'NNS'), ('extraordinarily', 'RB'), ('comfy', 'VBP'), ('think', 'VBP'), ('next', 'JJ'), ('business', 'NN'), ('trip', 'NN'), ('going', 'VBG'), ('bring', 'JJ'), ('wife', 'NN'), ('kids', 'NNS'), ('give', 'VBP'), ('Kimpton', 'NNP'), ('Hotel', 'NNP'), ('5/5', 'CD'), ('stars', 'NNS')]"
21,21,"When I had to visit Chicago for business I asked some of my associates where to stay and several of them recommended the Hotel Allegro. After my stay I can honestly say that I agree. From the luxurious bedding to the technological amenities, everything was thought of. The only place I find more comfortable then this hotel is my actual home. I now know where I will be staying every time I have business in this city, and anyone I know who is doing the same will hear so.
",pos,dec,"[('When', 'WRB'), ('visit', 'NN'), ('Chicago', 'NNP'), ('business', 'NN'), ('asked', 'VBD'), ('associates', 'NNS'), ('stay', 'VBP'), ('several', 'JJ'), ('recommended', 'JJ'), ('Hotel', 'NNP'), ('Allegro', 'NNP'), ('After', 'IN'), ('stay', 'NN'), ('can', 'MD'), ('honestly', 'RB'), ('say', 'VB'), ('agree', 'NN'), ('From', 'IN'), ('luxurious', 'JJ'), ('bedding', 'VBG'), ('technological', 'JJ'), ('amenities', 'NNS'), ('everything', 'NN'), ('thought', 'VBD'), ('The', 'DT'), ('place', 'NN'), ('find', 'VBP'), ('comfortable', 'JJ'), ('hotel', 'NN'), ('actual', 'JJ'), ('home', 'NN'), ('now', 'RB'), ('know', 'VBP'), ('will', 'MD'), ('staying', 'VBG'), ('every', 'DT'), ('time', 'NN'), ('business', 'NN'), ('city', 'NN'), ('anyone', 'NN'), ('know', 'VBP'), ('will', 'MD'), ('hear', 'VB')]"
22,22,"My wife and I stayed at the allegro this weekend while I was on a business trip. I was very impressed with their hospitality and my wife very much(maybe too much) enjoyed the in-house spa. Rooms service was a bit slow but, overall great hotel would stay again. 
",pos,dec,"[('wife', 'NN'), ('stayed', 'VBD'), ('allegro', 'JJ'), ('weekend', 'NN'), ('business', 'NN'), ('trip', 'NN'), ('impressed', 'JJ'), ('hospitality', 'NN'), ('wife', 'NN'), ('much', 'JJ'), ('maybe', 'RB'), ('much', 'JJ'), ('enjoyed', 'VBN'), ('in-house', 'NN'), ('spa', 'NN'), ('Rooms', 'NNP'), ('service', 'NN'), ('bit', 'RB'), ('slow', 'JJ'), ('overall', 'JJ'), ('great', 'JJ'), ('hotel', 'NN'), ('stay', 'NN')]"
23,23,"During a recent business trip to Chicago I had the pleasure of staying at the Hotel Allegro. The lobby gave a good first impression. It was a very clean with a modern designer's feel and the customer service was great. I proceeded to the counter to check-in and within 5 minutes I had the key to my room. I was told to check out the infamous 312 restaurant but I was tired from my flight. I checked into my room. The room was great. A king size bed 37"" flat screen tv and standard desk all designer furniture. After I unpacked I had to check my email. Hooking up to their Wi-Fi was quick and painless! I had a good night sleep and early wake up the next day for my business meeting. I decided to try the restaurant for breakfast. I had an omelet and fruit. The restaurant was great and the food was perfect. I only wish I had more time to stay and enjoy lunch; nevertheless duty called. The concierge had my taxi waiting for me right after breakfast and I was off to work. I would recommend this hotel to anyone visiting Chicago. It's one of the best I've ever stayed at after multiple business trips.
",pos,dec,"[('During', 'IN'), ('recent', 'JJ'), ('business', 'NN'), ('trip', 'NN'), ('Chicago', 'NNP'), ('pleasure', 'NN'), ('staying', 'VBG'), ('Hotel', 'NNP'), ('Allegro', 'NNP'), ('The', 'DT'), ('lobby', 'NN'), ('gave', 'VBD'), ('good', 'JJ'), ('first', 'JJ'), ('impression', 'NN'), ('clean', 'JJ'), ('modern', 'JJ'), ('designer', 'NN'), ('feel', 'VB'), ('customer', 'NN'), ('service', 'NN'), ('great', 'JJ'), ('proceeded', 'JJ'), ('counter', 'NN'), ('check-in', 'NN'), ('within', 'IN'), ('minutes', 'NNS'), ('key', 'JJ'), ('room', 'NN'), ('told', 'VBD'), ('check', 'NN'), ('infamous', 'JJ'), ('312', 'CD'), ('restaurant', 'NN'), ('tired', 'VBD'), ('flight', 'NN'), ('checked', 'NN'), ('room', 'NN'), ('The', 'DT'), ('room', 'NN'), ('great', 'JJ'), ('king', 'NN'), ('size', 'NN'), ('bed', 'VBD'), ('flat', 'JJ'), ('screen', 'JJ'), ('standard', 'NN'), ('desk', 'NN'), ('designer', 'NN'), ('furniture', 'NN'), ('After', 'IN'), ('unpacked', 'JJ'), ('check', 'NN'), ('email', 'NN'), ('Hooking', 'NNP'), ('Wi-Fi', 'NNP'), ('quick', 'JJ'), ('painless', 'NN'), ('good', 'JJ'), ('night', 'NN'), ('sleep', 'VBP'), ('early', 'JJ'), ('wake', 'NN'), ('next', 'JJ'), ('day', 'NN'), ('business', 'NN'), ('meeting', 'NN'), ('decided', 'VBD'), ('try', 'NN'), ('restaurant', 'NN'), ('breakfast', 'NN'), ('omelet', 'NN'), ('fruit', 'VB'), ('The', 'DT'), ('restaurant', 'NN'), ('great', 'JJ'), ('food', 'NN'), ('perfect', 'JJ'), ('wish', 'JJ'), ('time', 'NN'), ('stay', 'VB'), ('enjoy', 'RB'), ('lunch', 'JJ'), ('nevertheless', 'RB'), ('duty', 'NN'), ('called', 'VBD'), ('The', 'DT'), ('concierge', 'NN'), ('taxi', 'NN'), ('waiting', 'VBG'), ('right', 'JJ'), ('breakfast', 'NN'), ('work', 'NN'), ('recommend', 'VBP'), ('hotel', 'NN'), ('anyone', 'NN'), ('visiting', 'VBG'), ('Chicago', 'NNP'), ('one', 'CD'), ('best', 'JJS'), (""'ve"", 'VBP'), ('ever', 'RB'), ('stayed', 'VBN'), ('multiple', 'NN'), ('business', 'NN'), ('trips', 'NNS')]"
24,24,"My fiancee and I were looking for a modern, upscale venue for our wedding reception. We have found the perfect location at The James. From the ballroom to the personal attention to detail, each step was handled with care. Now that we have locked in our date, we are more excited than ever. Thank you staff at The James for making our day even more special!
",pos,dec,"[('fiancee', 'NN'), ('looking', 'VBG'), ('modern', 'JJ'), ('upscale', 'JJ'), ('venue', 'NN'), ('wedding', 'VBG'), ('reception', 'NN'), ('found', 'VBD'), ('perfect', 'JJ'), ('location', 'NN'), ('The', 'DT'), ('James', 'NNP'), ('From', 'NNP'), ('ballroom', 'NN'), ('personal', 'JJ'), ('attention', 'NN'), ('detail', 'NN'), ('step', 'NN'), ('handled', 'VBD'), ('care', 'NN'), ('Now', 'RB'), ('locked', 'VBN'), ('date', 'NN'), ('excited', 'VBN'), ('ever', 'RB'), ('Thank', 'NNP'), ('staff', 'NN'), ('The', 'DT'), ('James', 'NNP'), ('making', 'VBG'), ('day', 'NN'), ('even', 'RB'), ('special', 'JJ')]"
